type_arrow,layout,type_label,type_color,model,prompt_strategy,mean_mae,mean_similarity
undirected,spring,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,4.666666666666667,0.6838141025641026
undirected,spring,label,constant_color,claude-3.5-sonnet,cot,0.75,0.9492742061859708
undirected,spring,label,constant_color,claude-3.5-sonnet,zeroshot,0.75,0.9508784842608371
undirected,spring,label,constant_color,qwen-2-vl-72b-instruct,cot,0.95,0.9337893152599035
undirected,spring,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,1.4,0.8973730517848164
undirected,spring,label,constant_color,gemini-pro-1.5,cot,0.45,0.9675411190117073
undirected,spring,label,constant_color,gemini-pro-1.5,zeroshot,0.5,0.9619855634561517
undirected,spring,label,constant_color,gpt-4o-2024-08-06,cot,0.75,0.9499690179101943
undirected,spring,label,constant_color,gpt-4o-2024-08-06,zeroshot,0.6,0.9568418183124067
undirected,spring,label,constant_color,pixtral-12b,cot,1.8,0.8867711536829184
undirected,spring,label,constant_color,pixtral-12b,zeroshot,0.7,0.9446376336082218
undirected,spring,label,constant_color,llama-3.2-90b-vision-instruct,cot,3.5,0.7663149350649351
undirected,spring,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.0,0.6806593406593408
undirected,shell,unlabel,random_color,claude-3.5-sonnet,cot,1.65,0.902941963017091
undirected,shell,unlabel,random_color,claude-3.5-sonnet,zeroshot,1.8,0.8949491028295377
undirected,shell,unlabel,random_color,qwen-2-vl-72b-instruct,cot,4.85,0.7152381967279666
undirected,shell,unlabel,random_color,qwen-2-vl-72b-instruct,zeroshot,5.45,0.6859845786140544
undirected,shell,unlabel,random_color,gemini-pro-1.5,cot,1.3,0.9114593736045142
undirected,shell,unlabel,random_color,gemini-pro-1.5,zeroshot,1.3,0.9149421000284171
undirected,shell,unlabel,random_color,gpt-4o-2024-08-06,cot,1.9,0.8861482056590753
undirected,shell,unlabel,random_color,gpt-4o-2024-08-06,zeroshot,2.25,0.863163261681484
undirected,shell,unlabel,random_color,pixtral-12b,cot,4.15,0.7620711038038404
undirected,shell,unlabel,random_color,pixtral-12b,zeroshot,5.35,0.6931828999715828
undirected,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,cot,1.125,0.922342995169082
undirected,shell,unlabel,random_color,llama-3.2-90b-vision-instruct,zeroshot,0.5833333333333334,0.955324074074074
undirected,shell,unlabel,constant_color,claude-3.5-sonnet,cot,1.75,0.8979258976317801
undirected,shell,unlabel,constant_color,claude-3.5-sonnet,zeroshot,2.4,0.8520492742551566
undirected,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,cot,4.0,0.7370499108734403
undirected,shell,unlabel,constant_color,qwen-2-vl-72b-instruct,zeroshot,4.0,0.7409511077158136
undirected,shell,unlabel,constant_color,gemini-pro-1.5,cot,1.05,0.9319174942704354
undirected,shell,unlabel,constant_color,gemini-pro-1.5,zeroshot,1.05,0.929150114591291
undirected,shell,unlabel,constant_color,gpt-4o-2024-08-06,cot,3.2,0.7958880825057296
undirected,shell,unlabel,constant_color,gpt-4o-2024-08-06,zeroshot,4.05,0.7401801629742806
undirected,shell,unlabel,constant_color,pixtral-12b,cot,2.25,0.8411834733893558
undirected,shell,unlabel,constant_color,pixtral-12b,zeroshot,3.45,0.7580061115355233
undirected,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,cot,4.9,0.6749554367201427
undirected,shell,unlabel,constant_color,llama-3.2-90b-vision-instruct,zeroshot,4.75,0.6854166666666667
undirected,shell,label,random_color,claude-3.5-sonnet,cot,3.2,0.8197959328365506
undirected,shell,label,random_color,claude-3.5-sonnet,zeroshot,2.1,0.8651703289718163
undirected,shell,label,random_color,qwen-2-vl-72b-instruct,cot,6.75,0.6293725185315575
undirected,shell,label,random_color,qwen-2-vl-72b-instruct,zeroshot,6.25,0.6328853854955113
undirected,shell,label,random_color,gemini-pro-1.5,cot,2.1,0.8683903459875999
undirected,shell,label,random_color,gemini-pro-1.5,zeroshot,2.2,0.8634890301981262
undirected,shell,label,random_color,gpt-4o-2024-08-06,cot,2.75,0.8452199094447378
undirected,shell,label,random_color,gpt-4o-2024-08-06,zeroshot,2.15,0.8627192371257018
undirected,shell,label,random_color,pixtral-12b,cot,4.3,0.7396181227874592
undirected,shell,label,random_color,pixtral-12b,zeroshot,4.25,0.7145723561970703
undirected,shell,label,random_color,llama-3.2-90b-vision-instruct,cot,2.0833333333333335,0.872480413105413
undirected,shell,label,random_color,llama-3.2-90b-vision-instruct,zeroshot,1.3333333333333333,0.9163064666497159
undirected,shell,label,constant_color,claude-3.5-sonnet,cot,2.1,0.8625942921028059
undirected,shell,label,constant_color,claude-3.5-sonnet,zeroshot,1.95,0.8655704825789965
undirected,shell,label,constant_color,qwen-2-vl-72b-instruct,cot,4.35,0.7416004471964225
undirected,shell,label,constant_color,qwen-2-vl-72b-instruct,zeroshot,2.45,0.8356021180401987
undirected,shell,label,constant_color,gemini-pro-1.5,cot,2.15,0.8595574413976117
undirected,shell,label,constant_color,gemini-pro-1.5,zeroshot,1.7777777777777777,0.8798410446049766
undirected,shell,label,constant_color,gpt-4o-2024-08-06,cot,2.65,0.833813363064524
undirected,shell,label,constant_color,gpt-4o-2024-08-06,zeroshot,2.0,0.8637915253820825
undirected,shell,label,constant_color,pixtral-12b,cot,5.35,0.6830857167428376
undirected,shell,label,constant_color,pixtral-12b,zeroshot,4.95,0.6926068848592069
undirected,shell,label,constant_color,llama-3.2-90b-vision-instruct,cot,0.7142857142857143,0.9459750566893425
undirected,shell,label,constant_color,llama-3.2-90b-vision-instruct,zeroshot,1.5833333333333333,0.8760270774976657
